Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Invite Status,Email,First Name,Last Name,Organization,Division,Department,Team,Group,Role,Is Manager,Phone (Home),Phone (Fax),Phone (Work),Address 1,Suite/Apt,City,State/Region,Postal Code,Job Title,Website,Country,Source,Invite Custom Field 1,Invite Custom Field 2,Invite Custom Field 3,Invite Custom Field 4,Invite Custom Field 5,Invite Custom Field 6,Invite Custom Field 7,Invite Custom Field 8,Invite Custom Field 9,Invite Custom Field 10,Link Name,URL Variable: sguid,I know what I've been put on this earth to do.:Rate the statements on Purpose using the scale provided.  ,I know what value I bring.:Rate the statements on Purpose using the scale provided.  ,I am aware of what inspires me to take action.:Rate the statements on Purpose using the scale provided.  ,I know what my talents and strengths are.:Rate the statements on Purpose using the scale provided.  ,There are things I would do regardless of what others think.:Rate the statements on Purpose using the scale provided.  ,I have very clear passions.:Rate the statements on Purpose using the scale provided.  ,I know what I’m not good at.:Rate the statements on Self-Awareness using the scale provided.  ,I understand how my interactions impact my mood/reactions.:Rate the statements on Self-Awareness using the scale provided.  ,I’m aware when my actions are not in alignment with my personal values and beliefs.:Rate the statements on Self-Awareness using the scale provided.  ,I frequently take time to disconnect and give myself a break.:Rate the statements on Self-Awareness using the scale provided.  ,I often pay attention to how I’m feeling physically.:Rate the statements on Self-Awareness using the scale provided.  ,I’m aware of how my body language impacts my social interactions.:Rate the statements on Self-Awareness using the scale provided.  ,I frequently reflect upon how others receive me.:Rate the statements on Social-Awareness using the scale provided.  ,I know the things I do that bother others.:Rate the statements on Social-Awareness using the scale provided.  ,I surround myself with people who align with my values and beliefs.:Rate the statements on Social-Awareness using the scale provided.  ,I accurately pick up on the emotions in other people.:Rate the statements on Social-Awareness using the scale provided.  ,"When having a conversation with someone who has opposing view to mine, I can easily set aside my thoughts to understand their point of view.:Rate the statements on Social-Awareness using the scale provided.  ",I’m aware of how my body language impacts my social interactions.:Rate the statements on Social-Awareness using the scale provided.  ,I am consistently my truest self.:Rate the statements on Authenticity using the scale provided.  ,I share information about myself so others can know more about me.:Rate the statements on Authenticity using the scale provided.  ,I am able to be truly “me” regardless of what others think.:Rate the statements on Authenticity using the scale provided.  ,"I express my true feelings and opinions, even when they are not popular.:Rate the statements on Authenticity using the scale provided.  ",People know what to expect from me.:Rate the statements on Authenticity using the scale provided.  ,I always say what I mean.:Rate the statements on Authenticity using the scale provided.  ,I do what I say I’m going to do.:Rate the statements on Work Ethic and Personal Responsibility using the scale provided.  ,I quickly accept personal responsibility when expectations are not met.:Rate the statements on Work Ethic and Personal Responsibility using the scale provided.  ,I do not allow blame to be placed on others when something goes wrong.:Rate the statements on Work Ethic and Personal Responsibility using the scale provided.  ,I take time to be sure others are clear on what to expect from me.:Rate the statements on Work Ethic and Personal Responsibility using the scale provided.  ,I am willing to make personal sacrifices to do a great job.:Rate the statements on Work Ethic and Personal Responsibility using the scale provided.  ,I make sure that I am able to meet expectations before I say “yes” to something.:Rate the statements on Work Ethic and Personal Responsibility using the scale provided.  ,I do not interrupt other people.:Rate the statements on Listening using the scale provided.  ,I often repeat what someone has said to me to ensure I’ve understood them.:Rate the statements on Listening using the scale provided.  ,I am genuinely interested in what others have to say.:Rate the statements on Listening using the scale provided.  ,It is easy for me to set aside my own thoughts to listen to someone else.:Rate the statements on Listening using the scale provided.  ,I’ve been told people feel understood when I listen to them.:Rate the statements on Listening using the scale provided.  ,Listening to others helps me connect with them.:Rate the statements on Listening using the scale provided.  ,When I speak to others they understand what I’ve said.:Rate the statements on Articulation using the scale provided.  ,I customize my communication effort to ensure my message will be understood.:Rate the statements on Articulation using the scale provided.  ,I always verify that what I communicated was understood as I had intended.:Rate the statements on Articulation using the scale provided.  ,"I am cautious about using simple language (i.e., emojis, abbreviations, text messages, etc.) to communicate with others in a work environment.:Rate the statements on Articulation using the scale provided.  ",I often choose to speak with someone via phone or in person to avoid misunderstandings.:Rate the statements on Articulation using the scale provided.  ,I am always intentional about the purpose behind my message.:Rate the statements on Articulation using the scale provided.  ,I don’t take things too seriously.:Rate the statements on Humor using the scale provided.  ,Others find me funny.:Rate the statements on Humor using the scale provided.  ,I believe life is too short to be serious all the time.:Rate the statements on Humor using the scale provided.  ,I find humor to be helpful in keeping things in perspective.:Rate the statements on Humor using the scale provided.  ,I understand there is a time and place for humor.:Rate the statements on Humor using the scale provided.  ,My humor is usually received well.:Rate the statements on Humor using the scale provided.  ,I recognize and acknowledge the good things I have.:Rate the statements on Gratitude using the scale provided.  ,"I take time to thank others for what they do, even if it is not something they did for me.:Rate the statements on Gratitude using the scale provided.  ",I believe others are doing the best they can.:Rate the statements on Gratitude using the scale provided.  ,I always see the good in things.:Rate the statements on Gratitude using the scale provided.  ,I give and expect nothing in return.:Rate the statements on Gratitude using the scale provided.  ,I love to do things that make others feel appreciated.:Rate the statements on Gratitude using the scale provided.  ,I am:,I was born in the year:,My zip code is:,Facebook:Post about Conscious Success on Facebook!,Twitter:Post about Conscious Success on Facebook!,New URL Redirect
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,3,2,3,2,3,1,3,1,3,1,2,3,3,1,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Male,1997,39402,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,2,3,2,3,2,2,3,2,3,3,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,Female,1962,39402,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,Male,1994,39561,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,1,3,3,3,3,3,3,3,3,3,Female,1995,39560,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Female,1998,39475,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,2,3,3,3,2,3,3,3,2,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,1,2,2,3,3,3,3,3,2,3,3,3,Male,1997,39110,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,2,1,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,Female,1993,39501,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Female,1966,39465,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,2,2,3,3,2,2,2,3,1,2,2,2,3,3,3,3,3,3,3,3,1,2,3,2,3,3,3,3,3,3,3,3,Female,1997,39402,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,3,1,3,3,2,1,2,3,2,3,1,2,1,3,1,1,3,2,2,2,3,3,2,3,3,3,1,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,1,3,Female,1987,39402,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,3,3,3,3,3,1,2,3,1,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,1,2,2,2,3,3,3,3,3,3,3,3,Female,1972,39540,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,1,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,1,1,1,2,3,2,3,3,3,1,3,3,3,3,3,3,Male,1996,39092,,,
